edudel_code,DISTNAME,PINCODE,SCHOOL_CODE,SCHOOL_NAME,VILLAGE_NAME,lat,lng,most_urgent,ac_year,students,students_1t5,students_6t12,students_10,students_12,teachers,student_teacher_ratio,transition_9to10,transition_11to12,splitcheck,new_teacher
1309027,NORTH WEST DELHI,110009,7010101202,"Govt. Sarvodaya Kanya Vidyalaya, Guru Teg Bahadur Nagar, Delhi",012-G.T.B. NAGAR,28.7011589,77.20953237,TRUE,2015-16,2368,340,2028,285,222,72,32.88888889,0.95959596,0.813186813,FALSE,3
1923019,SOUTH DELHI,110062,7090118208,"Govt. Sarvodaya Bal Vidyalaya, Sect-IV, Dr. Ambedkar Nagar New Delhi",182-AMBEDKAR NGR.,28.51931773,77.23311812,FALSE,2015-16,789,40,749,88,0,24,32.875,0.494382022,NA,FALSE,0
1411011,NORTH WEST DELHI,110034,7010106402,"Govt. Boys Sr. Sec. School No.2, Shakurpur Delhi",064-SHAKAR PUR,28.68165738,77.14112654,FALSE,2015-16,1149,0,1149,109,83,35,32.82857143,0.592391304,0.754545455,FALSE,2
1618059,WEST DELHI,110058,7070112802,"Govt. Boys Sr. Sec. School, DDA Flats, Bindapur, New Delhi",128-BINDAPUR (WEST),28.61007271,77.06852621,FALSE,2015-16,1870,0,1870,123,141,57,32.80701754,0.403278689,0.530075188,FALSE,0
1923071,SOUTH DELHI,110017,7090118401,"Govt. Sarvodaya Kanya Vidyalaya, Sec-I, M.B.Road, Pushp Vihar, New Delhi",184-PUSHP VIHAR,28.52510011,77.22130752,FALSE,2015-16,1640,384,1256,203,120,50,32.8,0.818548387,0.736196319,FALSE,4
1413074,NORTH WEST DELHI,110085,7010105201,"Govt. Sarvodaya Vidyalaya , Sector-7, Rohini, Delhi",052-NAHARPUR,28.70950408,77.11706298,FALSE,2015-16,2488,379,2109,174,208,76,32.73684211,0.497142857,0.643962848,FALSE,2
1310169,NORTH WEST DELHI,110082,7010100303,"Govt. Girls Sr. Sec. School, Block B, Holambi Kalan, Delhi",003-ALIPUR,28.81101009,77.09399174,TRUE,2015-16,1309,0,1309,195,141,40,32.725,0.919811321,0.875776398,FALSE,2
1002010,EAST DELHI,110091,7040120904,"Govt. Sarvodaya Bal Vidyalaya, Trilokpuri, Block 20, Delhi",209-MAYUR VIHAR PHASE-I,28.60453808,77.30613999,TRUE,2015-16,1896,353,1543,124,74,58,32.68965517,0.307692308,0.402173913,FALSE,4
1413027,NORTH WEST DELHI,110085,7010105101,"Govt. Sarvodaya Vidyalaya , Scct-8, Rohini, Delhi",051-ROHINI EAST,28.70436438,77.12326706,FALSE,2015-16,1893,351,1542,97,145,58,32.63793103,0.400826446,0.630434783,FALSE,3
1412086,NORTH WEST DELHI,110086,7010104001,"Govt. Boys Sr. Sec. School, Block-E, Sultanpuri, Delhi",040-SULTANPURI SOUTH,28.69356047,77.06919828,TRUE,2015-16,1305,0,1305,164,75,40,32.625,0.658634538,0.72815534,FALSE,1
1105020,NORTH EAST DELHI,110053,7030125003,"Govt. Sarvodaya Kanya Vidyalaya No.1 (C.R.Dass), New Seelampur, Delhi",250-JAFFRABAD,28.67336913,77.26460767,TRUE,2015-16,1598,397,1201,98,125,49,32.6122449,0.553672316,0.534188034,FALSE,3
1925005,SOUTH DELHI,110025,7090120605,"Govt. Boys Sr. Sec. School (Chander Shekhar Azad), New Friends Colony, New Delhi",206-OKHLA,28.56293737,77.27296845,TRUE,2015-16,1597,0,1597,97,104,49,32.59183673,0.246819338,0.364912281,FALSE,2
1002182,EAST DELHI,110091,7040121201,"Govt. Co-ed. Sr. Sec. School, Chilla Village, Delhi",212-NEW ASHOK NAGAR,28.59809098,77.29613096,FALSE,2015-16,1921,0,1921,220,194,59,32.55932203,0.556962025,0.700361011,FALSE,3
1003009,EAST DELHI,110031,7040123003,"Govt. Boys Sr. Sec. School, Block-13, Geeta Colony, Delhi",230-GEETA COLONY,28.64742439,77.27638791,FALSE,2015-16,944,0,944,83,97,29,32.55172414,0.477011494,0.801652893,FALSE,0
1411008,NORTH WEST DELHI,110034,7010105403,"Govt. Sarvodaya Vidyalaya , FU Block, Pitampura, Delhi",054-PITAMPURA (NORTH),28.71149517,77.14327939,FALSE,2015-16,2082,338,1744,136,209,64,32.53125,0.422360248,0.665605096,FALSE,1
1106122,NORTH EAST DELHI,110095,7030124001,"Govt. Girls Sec. School, GH Block, Old Seemapuri, Delhi",240-DILSHAD COLONY,28.68097634,77.3287073,TRUE,2015-16,1658,0,1658,266,0,51,32.50980392,0.707446809,NA,FALSE,0
1617015,WEST DELHI,110087,7070104309,"Govt. Boys Sr. Sec. School, Amalwas, Jawalapuri Camp No.4, New Delhi",043-NANGLOI EAST,28.67806723,77.07864175,TRUE,2015-16,2405,0,2405,252,135,74,32.5,0.515337423,0.373961219,FALSE,3
1002002,EAST DELHI,110091,7040122005,"Govt. Sarvodaya Bal Vidyalaya (Genda Lal Dixit), Patpar Ganj, Delhi",220-PATPARGANJ,28.6140064,77.29089993,FALSE,2015-16,1819,326,1493,151,198,56,32.48214286,0.470404984,0.614906832,FALSE,3
1618070,WEST DELHI,110059,7070113601,"Govt. Sarvodaya Kanya Vidyalaya, Matiala Village, New Delhi",136-MATIALA,28.61307921,77.04636894,FALSE,2015-16,2662,316,2346,160,231,82,32.46341463,0.371229698,0.568965517,FALSE,2
1617003,WEST DELHI,110063,7070105805,"Govt. Sarvodaya Vidyalaya, A-2,Paschim Vihar, New Delhi",058-PASCHIM VIHAR (NORTH),28.67231599,77.10093303,FALSE,2015-16,1492,279,1213,118,193,46,32.43478261,0.519823789,0.717472119,FALSE,1
1104010,NORTH EAST DELHI,110094,7030127004,"Govt. Boys Sr. Sec. School, Dayalpur Village, Delhi",270-TUKHMIRPUR,28.71729168,77.26388624,FALSE,2015-16,2431,0,2431,215,231,75,32.41333333,0.330261137,0.606299213,FALSE,3
1309129,NORTH WEST DELHI,110033,7010101402,"Govt. Girls Sec. School, Azadpur Village Delhi",014-ADARSH NAGAR,28.70725472,77.17747612,TRUE,2015-16,1393,0,1393,212,0,43,32.39534884,0.890756303,NA,FALSE,0
1413318,NORTH WEST DELHI,110085,7010102108,"Govt. Girls Middle School, Sect-16, Pkt-D, Rohini, Delhi",021-ROHINI,28.6765018,77.0785712,FALSE,2015-16,259,0,259,0,0,8,32.375,NA,NA,FALSE,1
1412084,NORTH WEST DELHI,110086,7010102501,"Govt. Sarvodaya Kanya Vidyalaya, Pooth Kalan, Rohini Extn. Sec-20, Delhi",025-POOTH KALA,28.7103923,77.07651337,TRUE,2015-16,2751,0,2751,337,173,85,32.36470588,0.73580786,0.652830189,FALSE,0
1106261,NORTH EAST DELHI,110094,7030126304,"Govt. Boys Sec. School, Meet Nagar, Block B, Delhi",263-SABOLI,28.70026989,77.30028486,FALSE,2015-16,712,0,712,77,0,22,32.36363636,0.463855422,NA,FALSE,0
1412014,NORTH WEST DELHI,110083,7010104706,"Govt. Sarvodaya Bal Vidyalaya, Block-O, Mangolpuri, Delhi",047-MANGOLPURI,28.69260906,77.08740467,TRUE,2015-16,1261,0,1261,136,74,39,32.33333333,0.405970149,0.355769231,FALSE,2
1310431,NORTH WEST DELHI,110042,7010102604,"Govt. Boys Sr. Sec. School, Shahbad Daulatpur, Delhi",026-SAHIBABAD DAULATPUR,NA,NA,TRUE,2015-16,903,0,903,76,53,28,32.25,0.393782383,0.509615385,FALSE,4
1309253,NORTH WEST DELHI,110033,7010101501,"Govt. Sarvodaya Bal Vidyalaya, A-Block, Jahangirpuri, Delhi",015-SARAI PEPAL THALLA,28.72800753,77.16633771,TRUE,2015-16,2869,129,2740,319,311,89,32.23595506,0.725,0.820580475,FALSE,2
1515017,WEST DELHI,110027,7070110202,"Govt. Boys Sec. School, J. J. Colony, Raghubir Nagar, New Delhi",102-RAGHUBIR NAGAR,28.65692084,77.11309376,FALSE,2015-16,838,0,838,59,0,26,32.23076923,0.421428571,NA,FALSE,1
1002026,EAST DELHI,110091,7040121504,"Govt. Sarvodaya Kanya Vidyalaya (Jeeja Bai), Kondli, Near Kalyanpuri Bus Terminal, Delhi",215-KONDLI,28.61349559,77.32271686,TRUE,2015-16,2961,374,2587,299,204,92,32.18478261,0.613963039,0.465753425,FALSE,0
1106024,NORTH EAST DELHI,110093,7030124603,"Govt. Sarvodaya Kanya Vidyalaya, DDA Flats, East of Loni Road, Delhi",246-ASHOK NAGAR,28.69565743,77.30564001,FALSE,2015-16,3344,351,2993,409,572,104,32.15384615,0.78805395,0.754617414,FALSE,1
1617014,WEST DELHI,110041,7070103002,"Govt. Sarvodaya Kanya Vidyalaya , Mundka Village, Delhi",030-MUNDKA,28.68348806,77.02720857,TRUE,2015-16,2892,384,2508,251,261,90,32.13333333,0.624378109,0.735211268,FALSE,6
1002186,EAST DELHI,110096,7040121503,"Govt. Girls Sr. Sec. School, B-Block, New Kondli, Delhi",215-KONDLI,28.60371777,77.33388093,TRUE,2015-16,3855,0,3855,465,488,120,32.125,0.644937587,0.879279279,FALSE,0
1310032,NORTH WEST DELHI,110042,7010102809,"Govt. Sarvodaya Kanya Vidyalaya, Prahalad Pur Delhi",028-BAWANA,28.75257885,77.0740028,TRUE,2015-16,1831,196,1635,238,164,57,32.12280702,0.918918919,0.886486486,FALSE,5
1105009,NORTH EAST DELHI,110053,7030125007,"Govt. Boys Sr. Sec. School No.2, New Seelampur, Delhi",250-JAFFRABAD,28.6729932,77.26463723,TRUE,2015-16,1252,0,1252,123,45,39,32.1025641,0.6,0.432692308,FALSE,1
1923355,SOUTH DELHI,110030,7090117407,"Govt. Boys Sr. Sec. School, Sultanpur P.O. Mehrauli, New Delhi",174-CHHATTARPUR,28.49452693,77.16416861,FALSE,2015-16,930,0,930,116,34,29,32.06896552,0.859259259,0.523076923,FALSE,0
1617005,WEST DELHI,110041,7070112102,"Govt. Sarvodaya Kanya Vidyalaya , Main Najafgarh Road, Ranhola, New Delhi",121-KANWAR SINGH NAGAR,28.66438922,77.04383509,TRUE,2015-16,1635,224,1411,113,220,51,32.05882353,0.684848485,0.753424658,FALSE,4
1412079,NORTH WEST DELHI,110083,7010104703,"Govt. Boys Sr. Sec. School, Mangolpur Khurd, Delhi",047-MANGOLPURI,28.69674561,77.09336979,FALSE,2015-16,961,0,961,118,96,30,32.03333333,0.611398964,0.721804511,FALSE,2
1104026,NORTH EAST DELHI,110094,7030127003,"Govt. Girls Sr. Sec. School, Dayalpur, Delhi",270-TUKHMIRPUR,28.71715797,77.26405095,TRUE,2015-16,3810,0,3810,380,575,119,32.01680672,0.594679186,0.828530259,FALSE,4
1617214,WEST DELHI,110041,7070112103,"Govt. Co-ed. Sec. School, Kunwar Singh Nagar, Ranhola, Delhi",121-KANWAR SINGH NAGAR,28.66445303,77.04397276,FALSE,2015-16,1600,0,1600,349,0,50,32,0.616607774,NA,FALSE,1
1618072,WEST DELHI,110059,7070112503,"Govt. Boys Sr. Sec. School No.1, Mohan Garden, New Delhi",125-MOHAN GARDEN,28.6254887,77.04628858,TRUE,2015-16,3038,0,3038,153,261,95,31.97894737,0.297087379,0.737288136,FALSE,3
1618191,WEST DELHI,110059,7070112701,"Govt. Co-ed. Sr. Sec. School, Bindapur, New Delhi",127-UTTAM NAGAR,28.60999454,77.06957095,FALSE,2015-16,2588,0,2588,300,230,81,31.95061728,0.616016427,0.761589404,FALSE,2
1720022,SOUTH WEST DELHI,110028,7080115201,"Govt. Sarvodaya Kanya Vidyalaya, Block-C, Naraina, New Delhi",152-NARAINA,28.62662974,77.14282281,TRUE,2015-16,2586,382,2204,232,209,81,31.92592593,0.657223796,0.785714286,FALSE,7
1310009,NORTH WEST DELHI,110042,7010101704,"Govt. Boys Sr. Sec. School, Badli, Delhi",017-SAMAYPUR BADLI,28.7323709,77.13783291,FALSE,2015-16,2201,0,2201,265,236,69,31.89855072,0.510597303,0.830985915,FALSE,0
1207107,NORTH DELHI,110054,7020107702,"Govt. Sarvodaya Vidyalaya (Shaeed Amir Chand), Ludlow Castle, Sham Nath Marg, Delhi",77-KASHMERE GATE,28.67113436,77.22546783,FALSE,2015-16,1371,307,1064,148,112,43,31.88372093,0.619246862,0.592592593,FALSE,0
1001002,EAST DELHI,110095,7040123806,"Govt. Sarvodaya Bal Vidyalaya, Near Ram Mandir, Vivek Vihar, Delhi",238-JHIL MIL,28.6684278,77.31796661,FALSE,2015-16,2008,411,1597,78,151,63,31.87301587,0.202597403,0.695852535,FALSE,1
1925247,SOUTH DELHI,110044,7090120302,"Govt. Boys Sr. Sec. School No.3, Badarpur New Delhi",203-BADARPUR,28.5070431,77.29957547,FALSE,2015-16,2095,0,2095,162,362,66,31.74242424,0.296703297,0.714003945,FALSE,0
1412002,NORTH WEST DELHI,110083,7010104707,"Govt. Sarvodaya Bal Vidyalaya, Mangolpuri, Block K-1, Delhi",047-MANGOLPURI,28.69285571,77.08326808,FALSE,2015-16,2284,386,1898,146,283,72,31.72222222,0.41954023,0.681927711,FALSE,2
1207004,NORTH DELHI,110054,7020101101,"Govt. Sarvodaya Kanya Vidyalaya , Nehru Vihar Delhi",11-MUKHERJI NAGAR,28.70956567,77.22049427,TRUE,2015-16,2534,408,2126,228,188,80,31.675,0.697247706,0.74015748,FALSE,2
1106119,NORTH EAST DELHI,110093,7030124305,"Govt. Boys Sr. Sec. School, Block-A, Nand Nagar, Near Sabzi Mandi, Delhi",243-NANG NAGRI,28.69591202,77.30614775,FALSE,2015-16,1710,0,1710,141,141,54,31.66666667,0.399433428,0.526119403,FALSE,1
1516002,WEST DELHI,110015,7070109703,"Govt. Sarvodaya Bal Vidyalaya, Ramesh Nagar, New Delhi",097-KIRTI NAGAR,28.6466643,77.12718923,FALSE,2015-16,1646,199,1447,125,237,52,31.65384615,0.581395349,0.642276423,FALSE,3
1002362,EAST DELHI,110096,7040121404,"Govt. Boys Sr. Sec. School, Vasundhra Enclave, Delhi",214-KHICHRI PUR,28.61125882,77.3215408,TRUE,2015-16,1740,0,1740,89,256,55,31.63636364,0.363265306,0.711111111,FALSE,4
1923059,SOUTH DELHI,110074,7090117404,"Govt. Sarvodaya Kanya Vidyalaya (Priya Darshini) , Fatehpur Beri, New Delhi",174-CHHATTARPUR,28.4584672,77.18333915,TRUE,2015-16,2716,396,2320,251,197,86,31.58139535,0.751497006,0.674657534,FALSE,1
1413023,NORTH WEST DELHI,110085,7010102103,"Govt. Co-ed. Sr. Sec. School, Sect-11, Rohini, Delhi",021-ROHINI,28.73135165,77.11216296,FALSE,2015-16,1642,0,1642,129,132,52,31.57692308,0.465703971,0.66,FALSE,1
1412007,NORTH WEST DELHI,110086,7010102503,"Govt. Sarvodaya Bal Vidyalaya, V. & P. O. Pooth Kalan, Nangoli Road, Delhi",025-POOTH KALA,28.70740072,77.0739996,TRUE,2015-16,2684,395,2289,178,360,85,31.57647059,0.489010989,0.825688073,FALSE,5
1310015,NORTH WEST DELHI,110082,7010100308,"Govt. Boys Sr. Sec. School, Khera Khurd, Delhi",003-ALIPUR,28.77751865,77.09885264,FALSE,2015-16,442,0,442,45,68,14,31.57142857,0.725806452,0.764044944,FALSE,2
1106012,NORTH EAST DELHI,110095,7030124103,"Govt. Boys Sr. Sec. School, Dilshad Garden, J&K Block, Delhi",241-DILSHAD GARDEN,28.68355388,77.32385242,FALSE,2015-16,2997,0,2997,180,187,95,31.54736842,0.213270142,0.377777778,FALSE,3
1821244,SOUTH WEST DELHI,110037,7080114305,"Govt. Boys Sr. Sec. School No.2, Samalka New Delhi",143-KAPASHERA,28.53244583,77.08652206,FALSE,2015-16,1923,0,1923,97,77,61,31.52459016,0.313915858,0.418478261,FALSE,2
1412080,NORTH WEST DELHI,110083,7010104802,"Govt. Sarvodaya Kanya Vidyalaya, Block-Q, Mangolpuri, Delhi",048-MANGOLPURI WEST,28.68904127,77.0908141,TRUE,2015-16,2394,384,2010,180,187,76,31.5,0.586319218,0.670250896,FALSE,2
1104006,NORTH EAST DELHI,110053,7030125503,"Govt. Boys Sr. Sec. School No.1, Ghonda, Delhi",255-GHONDA,28.69313205,77.26966067,TRUE,2015-16,1732,0,1732,96,183,55,31.49090909,0.2382134,0.594155844,FALSE,2
1105116,NORTH EAST DELHI,110053,7030125102,"Govt. Girls Sr. Sec. School, Brahmapuri, Delhi",251-NEW USMANPUR,28.67543439,77.26313971,TRUE,2015-16,913,0,913,127,84,29,31.48275862,0.709497207,0.79245283,FALSE,2
1411034,NORTH WEST DELHI,110052,7010106502,"Govt. Sarvodaya Kanya Vidyalaya, J. J. Colony, Wazirpur, Delhi",065-NEEMRI COLONY,28.68331525,77.16929304,TRUE,2015-16,2768,382,2386,243,145,88,31.45454545,0.457627119,0.551330798,FALSE,2
1720024,SOUTH WEST DELHI,110057,7080116501,"Govt. Sarvodaya Vidyalaya, Vasant Vihar , New Delhi",165-VASANT VIHAR,28.55632569,77.15969469,TRUE,2015-16,2230,395,1835,260,163,71,31.4084507,0.62052506,0.68487395,FALSE,7
1106123,NORTH EAST DELHI,110094,7030126301,"Govt. Girls Sec. School, B-Block Meet Nagar Delhi",263-SABOLI,28.7002779,77.30020706,FALSE,2015-16,785,0,785,124,0,25,31.4,0.553571429,NA,FALSE,0
1925002,SOUTH DELHI,110025,7090120606,"Govt. Sarvodaya Bal Vidyalaya (Rama Krishna) , Noor Nagar, Okhla, New Delhi",206-OKHLA,28.55864885,77.28779443,TRUE,2015-16,2134,71,2063,201,101,68,31.38235294,0.43412527,0.166666667,FALSE,0
1720032,SOUTH WEST DELHI,110037,7080114401,"Govt. Sarvodaya Kanya Vidyalaya, Mahipalpur, New Delhi",144-MAHIPAL PUR,28.54515905,77.1263591,FALSE,2015-16,3232,363,2869,201,266,103,31.37864078,0.374301676,0.726775956,FALSE,0
1310017,NORTH WEST DELHI,110040,7010100110,"Govt. Sarvodaya Bal Vidyalaya, Narela, Delhi",001-NARELA,28.84611702,77.0937439,FALSE,2015-16,2101,141,1960,225,340,67,31.35820896,0.833333333,0.878552972,FALSE,0
1207019,NORTH DELHI,110007,7020106903,"Govt. Boys Sr. Sec. School No.1, Shakti Nagar, Delhi",69-KAMLA NAGAR,28.6809553,77.19568475,FALSE,2015-16,1191,0,1191,98,181,38,31.34210526,0.410041841,0.60738255,FALSE,3
1310042,NORTH WEST DELHI,110039,7010102807,"Govt. Sarvodaya Kanya Vidyalaya (Ravi Shankar), Bawana, Delhi",028-BAWANA,28.79516467,77.03813835,FALSE,2015-16,1942,388,1554,157,151,62,31.32258065,0.839572193,0.751243781,FALSE,2
1309265,NORTH WEST DELHI,110036,7010100702,"Govt. Girls Sr. Sec. School, Qadipur, P. O. Alipur, Delhi",007-BURARI,28.7746328,77.17053309,TRUE,2015-16,2189,0,2189,349,244,70,31.27142857,0.923280423,0.877697842,FALSE,3
1309128,NORTH WEST DELHI,110033,7010107201,"Govt. Boys Sr. Sec. School, Azadpur Colony Delhi",072-MODEL TOWN,28.70889431,77.18136822,FALSE,2015-16,938,0,938,141,80,30,31.26666667,0.909677419,0.842105263,FALSE,0
1105019,NORTH EAST DELHI,110032,7030126002,"Govt. Sarvodaya Kanya Vidyalaya, Babarpur, Delhi",260-BABARPUR,28.68468145,77.28081598,FALSE,2015-16,2126,338,1788,231,219,68,31.26470588,0.93902439,0.935897436,FALSE,1
1002367,EAST DELHI,110092,7040121804,"Govt. Sarvodaya Bal Vidyalaya, No.2, Mandawali Fazalpur, Delhi",218-MANDAVALI,28.63099735,77.29769849,TRUE,2015-16,969,84,885,105,44,31,31.25806452,0.458515284,0.494382022,FALSE,0
1002016,EAST DELHI,110091,7040122004,"Govt. Sarvodaya Bal Vidyalaya (Shaheed Capt.Hanifuddin) Mayur Vihar Ph-I Pocket-IV, Delhi",220-PATPARGANJ,28.60273634,77.29427713,FALSE,2015-16,1156,19,1137,115,104,37,31.24324324,0.421245421,0.684210526,FALSE,1
1412035,NORTH WEST DELHI,110086,7010103702,"Govt. Girls Sr. Sec. School, Block BC, Sultanpuri, , Delhi",037-SULTANPURI EAST,28.69932432,77.07740398,TRUE,2015-16,2124,0,2124,324,221,68,31.23529412,0.762352941,0.739130435,FALSE,2
1720021,SOUTH WEST DELHI,110058,7080111002,"Govt. Girls Sr. Sec. School No.2, Block-D, Janak Puri, New Delhi",110-NANGAL RAI,28.61065333,77.10618244,FALSE,2015-16,874,0,874,97,85,28,31.21428571,0.591463415,0.825242718,FALSE,0
1106019,NORTH EAST DELHI,110093,7030124309,"Govt. Sarvodaya Kanya Vidyalaya, Mandoli, Delhi",243-NANG NAGRI,28.70569958,77.31069799,TRUE,2015-16,2621,372,2249,196,335,84,31.20238095,0.673539519,0.791962175,FALSE,3
1925051,SOUTH DELHI,110044,7090120304,"Govt. Boys Sr. Sec. School No.2, Near DDA Flats, Badarpur New Delhi",203-BADARPUR,28.50480281,77.30260755,FALSE,2015-16,2090,0,2090,298,298,67,31.19402985,0.467817896,0.649237473,FALSE,0
1720023,SOUTH WEST DELHI,110012,7080115102,"Govt. Boys Sr. Sec. School, J.J. Camp, Naraina New Delhi",151-INDER PURI,28.62944669,77.1444483,TRUE,2015-16,873,0,873,64,26,28,31.17857143,0.326530612,0.5,FALSE,1
1413069,NORTH WEST DELHI,110085,7010102301,"Govt. Girls Sr. Sec. School, Opp. Block-D, Sector-I, Avantika, Delhi",023-BUDH VIHAR,28.70420853,77.09613704,FALSE,2015-16,2276,0,2276,311,96,73,31.17808219,0.708428246,0.705882353,FALSE,0
1618020,WEST DELHI,110078,7070113501,"Govt. Sarvodaya Kanya Vidyalaya, Kakrola, New Delhi",135-KAKROLA,28.61191574,77.02375329,FALSE,2015-16,3740,382,3358,273,335,120,31.16666667,0.512195122,0.641762452,FALSE,2
1207009,NORTH DELHI,110084,7020100706,"Govt. Sarvodaya Bal Vidyalaya, Burari, Delhi",7-BURARI,28.74955142,77.19654673,FALSE,2015-16,2618,301,2317,261,228,84,31.16666667,0.496197719,0.688821752,FALSE,1
1925190,SOUTH DELHI,110044,7090120401,"Govt. Girls Sec. School No.3, Molar Band, New Delhi",204-MOLARBAND,28.49488202,77.32678525,TRUE,2015-16,1900,0,1900,340,0,61,31.14754098,0.80760095,NA,FALSE,1
1925003,SOUTH DELHI,110048,7090119202,"Govt. Sarvodaya Bal Vidyalaya (Kautilya), Chirag Enclave, New Delhi",192-GREATER KAILASH-I,28.54768245,77.24503076,TRUE,2015-16,2086,161,1925,177,238,67,31.13432836,0.537993921,0.678062678,FALSE,1
1412133,NORTH WEST DELHI,110081,7010103006,"Govt. Girls Sr. Sec. School, Mubarakpur Dabas Delhi",030-MUNDKA,28.71218138,77.04271892,TRUE,2015-16,1836,0,1836,284,273,59,31.11864407,0.8875,0.720316623,FALSE,2
1002007,EAST DELHI,110091,7040121908,"Govt. Sarvodaya Bal Vidyalaya (Jai Prakash Narayan), East Vinod Nagar, Delhi",219-MAYUR VIHAR PHASE-II,28.62107819,77.30543587,FALSE,2015-16,2115,228,1887,264,252,68,31.10294118,0.615384615,0.544276458,FALSE,4
1821035,SOUTH WEST DELHI,110077,7080114103,"Govt. Girls Sr. Sec. School, Bharthal, Bijwasan, New Delhi",141-BIJWASAN,28.53950826,77.05241896,TRUE,2015-16,1959,0,1959,193,205,63,31.0952381,0.605015674,0.907079646,FALSE,3
1923050,SOUTH DELHI,110062,7090118002,"Govt. Girls Sr. Sec. School No.2, Sect-V, Dr. Ambedkar Nagar, New Delhi",180-DAKSHIN PURI EXT.,28.51969208,77.24180311,TRUE,2015-16,1460,0,1460,140,135,47,31.06382979,0.595744681,0.655339806,FALSE,1
1105021,NORTH EAST DELHI,110053,7030125104,"Govt. Sarvodaya Kanya Vidyalaya, Shastri Park, Delhi",251-NEW USMANPUR,28.67602977,77.25844897,TRUE,2015-16,2019,352,1667,161,180,65,31.06153846,0.619230769,0.9375,FALSE,1
1516142,WEST DELHI,110008,7070109403,"Govt. Sarvodaya Kanya Vidyalaya, West Patel Nagar, New Delhi",094-WEST PATEL NAGAR,28.65213934,77.16549248,FALSE,2015-16,2637,389,2248,281,176,85,31.02352941,0.586638831,0.715447154,FALSE,3
1925031,SOUTH DELHI,110044,7090119705,"Govt. Sarvodaya Kanya Vidyalaya (Rani Jhansi) , Railway Colony, Tughlakabad New Delhi",197-TUGLAKABAD,28.50692262,77.28933069,TRUE,2015-16,3412,357,3055,323,321,110,31.01818182,0.607142857,0.769784173,FALSE,1
1412009,NORTH WEST DELHI,110083,7010104806,"Govt. Boys Sr. Sec. School, Block-U, Mangolpuri, Delhi",048-MANGOLPURI WEST,28.6910667,77.07867825,TRUE,2015-16,1487,0,1487,155,152,48,30.97916667,0.61752988,0.64957265,FALSE,1
1923079,SOUTH DELHI,110030,7090117001,"Govt. Sarvodaya Kanya Vidyalaya No.2, Main Bazar, Mehrauli, New Delhi",170-MEHRAULI,28.52661145,77.18451913,TRUE,2015-16,1456,198,1258,196,0,47,30.9787234,0.731343284,NA,FALSE,2
1106023,NORTH EAST DELHI,110095,7030124102,"Govt. Sarvodaya Kanya Vidyalaya (St. Eknath) , Dilshad Garden, Delhi",241-DILSHAD GARDEN,28.68341785,77.32396921,TRUE,2015-16,3902,390,3512,407,448,126,30.96825397,0.59502924,0.640915594,FALSE,2
1002192,EAST DELHI,110092,7040122301,"Govt. Sarvodaya Bal Vidyalaya No.1, Shakarpur,Vir Sawakar Block. Shakarpur,Delhi",223-SHAKARPUR,28.63394148,77.28446037,FALSE,2015-16,1145,248,897,79,100,37,30.94594595,0.436464088,0.588235294,FALSE,1
1310168,NORTH WEST DELHI,110040,7010100201,"Govt. Sarvodaya Bal Vidyalaya, Bankner, Hakikat Nagar, Delhi",002-BANKNER,28.85053492,77.07317836,TRUE,2015-16,1980,283,1697,205,166,64,30.9375,0.911111111,0.576388889,FALSE,2
1923016,SOUTH DELHI,110062,7090118210,"Govt. Boys Sec. School No.1, Sect-V, Dr. Ambedkar Nagar New Delhi",182-AMBEDKAR NGR.,28.51931333,77.24166036,TRUE,2015-16,773,0,773,120,0,25,30.92,0.603015075,NA,FALSE,0
1617012,WEST DELHI,110041,7070103003,"Govt. Sarvodaya Kanya Vidyalaya , Tikri Kalan Delhi",030-MUNDKA,28.6865365,76.96364317,TRUE,2015-16,1824,402,1422,142,70,59,30.91525424,0.811428571,0.673076923,FALSE,1
1106018,NORTH EAST DELHI,110095,7030124204,"Govt. Sarvodaya Kanya Vidyalaya, New Seemapuri Delhi",242-NEW SEEMA PURI,28.69042811,77.32667257,FALSE,2015-16,2781,397,2384,231,168,90,30.9,0.710769231,0.685714286,FALSE,0
1309272,NORTH WEST DELHI,110088,7010105404,"Govt. Boys Sec. School, Haider Pur, Delhi",054-PITAMPURA (NORTH),28.72521784,77.14779337,FALSE,2015-16,834,0,834,124,0,27,30.88888889,0.696629213,NA,FALSE,1
1720034,SOUTH WEST DELHI,110030,7080117401,"Govt. Boys Sr. Sec. School, Ghitorni, M.G Road, New Delhi",174-CHHATTARPUR,28.48997191,77.13934709,FALSE,2015-16,803,0,803,53,37,26,30.88461538,0.323170732,0.327433628,FALSE,2
1514003,WEST DELHI,110018,7070111303,"Govt. Boys Sr. Sec. School No.1, J. J. Colony, Khyala, New Delhi",113-MAHAVIR NAGAR,28.64941484,77.09789086,TRUE,2015-16,1328,0,1328,64,43,43,30.88372093,0.189910979,0.206730769,FALSE,2
2128014,CENTRAL DELHI,110005,7060109203,"Govt. Sarvodaya Bal Vidyalaya , Ramjas Lane, Karol Bagh, New Delhi",092-DEV NAGAR,28.65669448,77.19156498,FALSE,2015-16,895,0,895,94,0,29,30.86206897,0.594936709,NA,FALSE,0
